Objects
100
,,Global Angle (Quaternion) backpack:backpack2,,,,,,,Global Angle (Quaternion) head:headPattern,,,,,,,
Frame,Sub Frame,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ
,,,,,,mm,mm,mm,,,,,mm,mm,mm
15850,0,0.269462,-0.0355524,-0.96174,0.0343967,234.777,-2672.56,163.898,-0.241865,-0.374982,0.625419,0.64011,164.249,-2690,209.358
15851,0,0.267254,-0.0323461,-0.962306,0.0386954,234.765,-2672.54,163.898,-0.241342,-0.381846,0.621455,0.64011,164.261,-2689.96,209.734
15852,0,0.270376,-0.0327769,-0.961611,0.0335694,234.694,-2672.53,163.912,-0.239226,-0.378447,0.624107,0.640343,164.294,-2690.14,209.515
15853,0,0.270292,-0.0323313,-0.961662,0.0331985,234.682,-2672.5,163.915,-0.240508,-0.376852,0.625427,0.639515,164.2,-2689.72,209.432
15854,0,0.270274,-0.0354649,-0.961623,0.0312462,234.693,-2672.15,163.771,-0.241352,-0.377281,0.625396,0.638975,164.243,-2689.69,209.336
15855,0,0.270339,-0.0364479,-0.961539,0.0321011,234.685,-2672.13,163.764,-0.243834,-0.378484,0.62508,0.637629,164.298,-2689.58,209.027
15856,0,0.270201,-0.032843,-0.961608,0.0349781,234.635,-2672.36,163.894,-0.245486,-0.379156,0.62498,0.636692,164.282,-2689.53,209.018
15857,0,0.270283,-0.0335143,-0.961591,0.03415,234.649,-2672.21,163.904,-0.242595,-0.375279,0.626465,0.638635,164.241,-2689.49,209.346
15858,0,0.269906,-0.0338982,-0.9617,0.0336849,234.646,-2672.15,163.886,-0.242543,-0.375282,0.626502,0.638617,164.222,-2689.51,209.361
15859,0,0.269917,-0.0368936,-0.961675,0.0310759,234.696,-2671.86,163.767,-0.242079,-0.374781,0.626721,0.638872,164.232,-2689.47,209.404
15860,0,0.27024,-0.0339656,-0.961657,0.0321384,234.719,-2672.13,163.9,-0.243248,-0.376015,0.626366,0.638051,164.161,-2689.36,209.399
15861,0,0.269654,-0.0336864,-0.961833,0.032088,234.747,-2672.1,163.92,-0.242463,-0.374833,0.626835,0.638584,164.161,-2689.27,209.411
15862,0,0.270012,-0.0330762,-0.961724,0.0329549,234.721,-2672.2,163.903,-0.243071,-0.375143,0.626857,0.638149,164.211,-2689.19,209.475
15863,0,0.269912,-0.0326562,-0.961779,0.0326072,234.755,-2672.22,163.901,-0.24307,-0.374928,0.627037,0.638099,164.266,-2689.19,209.478
15864,0,0.269511,-0.0337761,-0.961913,0.0307549,234.874,-2672.09,163.889,-0.247174,-0.376598,0.62737,0.635206,164.202,-2689.04,209.507
15865,0,0.270059,-0.0369951,-0.961698,0.028923,234.913,-2671.8,163.708,-0.245086,-0.374967,0.627268,0.637077,164.364,-2689.15,209.475
15866,0,0.269535,-0.0335766,-0.961902,0.031103,234.919,-2672.06,163.833,-0.249267,-0.37816,0.625719,0.635088,164.389,-2689.14,209.496
15867,0,0.270097,-0.0323983,-0.961766,0.0317007,234.883,-2672.2,163.812,-0.248789,-0.378239,0.62572,0.635227,164.445,-2689.12,209.521
15868,0,0.26989,-0.0337739,-0.96179,0.031289,234.97,-2672.06,163.834,-0.248611,-0.378296,0.625552,0.635428,164.471,-2689.13,209.544
15869,0,0.269791,-0.0327249,-0.961811,0.0325725,234.909,-2672.17,163.809,-0.250405,-0.378988,0.626642,0.633234,164.439,-2689.12,209.518
15870,0,0.269773,-0.0320427,-0.961873,0.0315432,234.955,-2672.19,163.804,-0.250959,-0.379614,0.62552,0.633748,164.448,-2689.11,209.548
15871,0,0.269504,-0.0329423,-0.961996,0.0291002,235.077,-2672.08,163.82,-0.24893,-0.378097,0.626657,0.634332,164.521,-2689.13,209.647
15872,0,0.269185,-0.0328673,-0.962083,0.0292477,235.091,-2672.1,163.802,-0.250504,-0.379595,0.625606,0.633856,164.517,-2689.14,209.617
15873,0,0.269408,-0.0329969,-0.962029,0.028817,235.111,-2672.11,163.777,-0.250505,-0.379255,0.62648,0.633195,164.575,-2689.11,209.619
15874,0,0.269555,-0.0316865,-0.961977,0.030598,234.999,-2672.24,163.761,-0.250125,-0.379425,0.628095,0.631641,164.617,-2689.18,209.632
15875,0,0.269967,-0.0319907,-0.961869,0.0300555,235.004,-2672.26,163.748,-0.247453,-0.375652,0.629373,0.633674,164.666,-2689.13,209.694
15876,0,0.269864,-0.0321066,-0.961876,0.0306212,235.021,-2672.27,163.75,-0.249665,-0.377783,0.627892,0.633007,164.617,-2689.11,209.623
15877,0,0.26952,-0.0320402,-0.961977,0.030541,235.012,-2672.29,163.752,-0.24964,-0.376723,0.629195,0.632355,164.633,-2689.11,209.66
15878,0,0.269745,-0.0319249,-0.961927,0.0302422,234.97,-2672.3,163.729,-0.25077,-0.377178,0.628686,0.632143,164.641,-2689.14,209.615
15879,0,0.270182,-0.0318023,-0.961796,0.030621,234.943,-2672.32,163.738,-0.24967,-0.377095,0.628108,0.633202,164.634,-2689.17,209.591
15880,0,0.269244,-0.0331871,-0.962053,0.0293221,235.038,-2672.21,163.759,-0.251644,-0.378727,0.627073,0.632472,164.575,-2689.19,209.519
15881,0,0.269779,-0.0321422,-0.961892,0.030809,234.93,-2672.38,163.752,-0.249106,-0.377279,0.628264,0.63316,164.591,-2689.2,209.634
15882,0,0.269839,-0.0358138,-0.961803,0.0289738,234.923,-2672.08,163.596,-0.249553,-0.377211,0.627044,0.634233,164.513,-2689.22,209.636
15883,0,0.269757,-0.0318835,-0.961953,0.0293554,234.946,-2672.37,163.77,-0.24601,-0.376389,0.628062,0.635097,164.558,-2689.3,209.767
15884,0,0.269709,-0.0321182,-0.961927,0.0303569,234.917,-2672.39,163.759,-0.249513,-0.379858,0.625975,0.633724,164.493,-2689.33,209.686
15885,0,0.270047,-0.0322778,-0.961822,0.0305097,234.898,-2672.39,163.747,-0.245848,-0.37741,0.630228,0.632402,164.534,-2689.39,209.721
15886,0,0.269891,-0.0319142,-0.961864,0.0309472,234.904,-2672.42,163.754,-0.240382,-0.381028,0.628897,0.633658,164.654,-2689.6,209.772
15887,0,0.269741,-0.0329311,-0.961877,0.0307919,234.931,-2672.41,163.72,-0.240235,-0.386262,0.630098,0.629337,164.809,-2690.13,209.434
15888,0,0.270666,-0.0287125,-0.961794,0.0294622,234.931,-2672.56,163.797,-0.216301,-0.391297,0.631913,0.633076,164.938,-2690.91,210.021
15889,0,0.265682,-0.0281729,-0.962936,0.0370558,234.936,-2672.44,163.735,-0.19888,-0.399223,0.635713,0.630029,165.033,-2691.85,209.959
15890,0,0.266018,-0.0349221,-0.962542,0.039086,234.862,-2672.39,163.68,-0.179597,-0.403276,0.640468,0.628422,165.41,-2692.92,210.374
15891,0,0.265935,-0.0344002,-0.962661,0.0371313,234.918,-2672.39,163.683,-0.16764,-0.418673,0.638674,0.623462,165.526,-2693.9,210.512
15892,0,0.265239,-0.0283135,-0.963018,0.037972,234.918,-2672.48,163.729,-0.163042,-0.425444,0.634894,0.623959,165.729,-2694.24,210.234
15893,0,0.26552,-0.0340789,-0.962771,0.0375483,234.919,-2672.46,163.633,-0.164979,-0.407601,0.637501,0.632641,165.91,-2694.66,210.62
15894,0,0.265674,-0.0333918,-0.962759,0.0373789,234.936,-2672.46,163.628,-0.171179,-0.406534,0.63883,0.630337,165.781,-2694.56,210.452
15895,0,0.265992,-0.0336619,-0.962624,0.0383355,234.904,-2672.43,163.595,-0.176815,-0.404918,0.639784,0.628852,165.659,-2694.24,210.299
15896,0,0.265873,-0.0337019,-0.962621,0.0391852,234.889,-2672.42,163.601,-0.181139,-0.407257,0.643098,0.6227,165.513,-2693.75,209.914
15897,0,0.266343,-0.0334791,-0.962516,0.038775,234.891,-2672.44,163.623,-0.17554,-0.405445,0.644943,0.623577,165.533,-2693.9,210.165
15898,0,0.266534,-0.0338087,-0.962485,0.0379427,234.894,-2672.48,163.617,-0.173497,-0.40435,0.644952,0.62485,165.543,-2693.95,210.219
15899,0,0.266601,-0.0374814,-0.962338,0.0377506,234.86,-2672.26,163.45,-0.180473,-0.408804,0.644135,0.620805,165.387,-2694.01,209.94
15900,0,0.270191,-0.0304202,-0.961653,0.0359977,234.871,-2672.66,163.663,-0.180663,-0.400772,0.643619,0.626496,165.357,-2694.28,210.153
15901,0,0.264783,-0.028207,-0.963038,0.0406372,234.855,-2672.84,163.659,-0.177831,-0.400919,0.643034,0.627812,165.408,-2694.43,210.205
15902,0,0.271057,-0.027066,-0.961742,0.0291003,234.913,-2672.96,163.77,-0.179766,-0.405233,0.644001,0.623485,165.3,-2694.12,209.874
15903,0,0.265509,-0.0271704,-0.963015,0.0370063,234.912,-2672.86,163.672,-0.17373,-0.405535,0.64468,0.624297,165.394,-2694.3,209.979
15904,0,0.264979,-0.0283165,-0.962976,0.0407648,234.828,-2672.93,163.685,-0.177248,-0.405523,0.645148,0.622831,165.342,-2694.2,209.917
15905,0,0.26549,-0.0279081,-0.96282,0.0414031,234.783,-2672.91,163.705,-0.176903,-0.405117,0.645441,0.62289,165.321,-2694.17,209.947
15906,0,0.270172,-0.0232556,-0.961786,0.0378757,234.722,-2673.01,163.761,-0.17384,-0.404322,0.645862,0.623832,165.375,-2694.28,210.019
15907,0,0.278149,-0.0120239,-0.960431,0.0078026,234.983,-2673.14,163.988,-0.192609,-0.443551,0.627242,0.610517,165.151,-2693.96,209.884
15908,0,0.276383,-0.0159529,-0.960795,0.0152084,234.894,-2672.94,163.929,-0.172288,-0.413024,0.637513,0.62714,165.412,-2694.33,210.011
15909,0,0.275057,-0.0167313,-0.961106,0.0183952,234.924,-2673.01,163.927,-0.174073,-0.410014,0.639908,0.626183,165.378,-2694.35,210.004
15910,0,0.274299,-0.0172713,-0.961277,0.0202084,234.934,-2673.06,163.916,-0.175699,-0.408143,0.641895,0.624916,165.361,-2694.3,209.972
15911,0,0.274192,-0.0171019,-0.961313,0.0200967,234.959,-2673.07,163.912,-0.175885,-0.405793,0.644789,0.623413,165.369,-2694.33,209.964
15912,0,0.275722,-0.0161293,-0.960952,0.0169614,234.92,-2672.81,163.782,-0.175201,-0.404505,0.646009,0.62318,165.381,-2694.32,209.925
15913,0,0.274579,-0.0171325,-0.961195,0.0204054,234.922,-2673.12,163.911,-0.172736,-0.404359,0.645778,0.624201,165.469,-2694.4,209.991
15914,0,0.275631,-0.016513,-0.960944,0.0184649,234.903,-2673.1,163.906,-0.177847,-0.404144,0.645363,0.623334,165.39,-2694.16,209.907
15915,0,0.275651,-0.016577,-0.960954,0.0175778,234.922,-2673.08,163.907,-0.175941,-0.403493,0.646821,0.622785,165.416,-2694.32,209.868
15916,0,0.275125,-0.0174642,-0.961031,0.0205105,234.925,-2673.09,163.877,-0.174038,-0.404516,0.645752,0.623764,165.437,-2694.33,209.922
15917,0,0.274547,-0.0177033,-0.961181,0.0210371,234.959,-2673.07,163.88,-0.175855,-0.402866,0.644521,0.625594,165.343,-2694.04,209.952
15918,0,0.275276,-0.0164138,-0.961046,0.0185554,234.962,-2673.05,163.896,-0.175564,-0.403527,0.646986,0.622698,165.412,-2694.34,209.873
15919,0,0.275693,-0.0157675,-0.960933,0.0187805,234.956,-2672.96,163.791,-0.173792,-0.404888,0.645551,0.6238,165.461,-2694.36,209.903
15920,0,0.274909,-0.0160102,-0.961112,0.0207659,234.992,-2673.26,163.892,-0.175242,-0.406035,0.644808,0.623417,165.464,-2694.35,209.863
15921,0,0.276084,-0.0149306,-0.960863,0.0171976,234.995,-2672.97,163.785,-0.175398,-0.405734,0.645333,0.623026,165.483,-2694.36,209.897
15922,0,0.275373,-0.0154608,-0.960994,0.0205182,235.006,-2673.28,163.901,-0.192911,-0.443317,0.626941,0.610901,165.302,-2693.92,209.834
15923,0,0.275027,-0.0158477,-0.961078,0.0209307,235.007,-2673.27,163.889,-0.168863,-0.414583,0.635027,0.629561,165.612,-2694.49,210.041
15924,0,0.275026,-0.0158635,-0.961075,0.0210707,235.018,-2673.26,163.873,-0.176224,-0.406911,0.638169,0.629371,165.493,-2694.39,210.071
15925,0,0.275505,-0.0156544,-0.960977,0.0193695,235.027,-2673.24,163.849,-0.177629,-0.408198,0.641653,0.624582,165.527,-2694.27,209.731
15926,0,0.276157,-0.0149902,-0.960827,0.0180361,235.078,-2673,163.746,-0.182629,-0.401713,0.642019,0.626965,165.442,-2694.32,209.857
15927,0,0.276009,-0.0156312,-0.960861,0.0179165,235.109,-2672.9,163.753,-0.181116,-0.399703,0.643397,0.627275,165.416,-2694.3,209.831
15928,0,0.276029,-0.0157935,-0.960846,0.0182705,235.126,-2672.93,163.762,-0.182309,-0.402941,0.644634,0.623578,165.457,-2694.22,209.629
15929,0,0.275897,-0.0155181,-0.960891,0.0181077,235.164,-2672.93,163.761,-0.179008,-0.406103,0.645324,0.621766,165.386,-2694.27,209.754
15930,0,0.275771,-0.0153613,-0.960947,0.0172047,235.216,-2672.96,163.748,-0.174826,-0.40536,0.645299,0.623465,165.502,-2694.45,209.84
15931,0,0.276109,-0.0149211,-0.960886,0.0154785,235.241,-2672.92,163.721,-0.174495,-0.404138,0.646595,0.623008,165.503,-2694.49,209.843
15932,0,0.274563,-0.0161243,-0.961229,0.0198738,235.241,-2673.22,163.826,-0.17352,-0.405263,0.645289,0.623902,165.548,-2694.52,209.894
15933,0,0.275619,-0.0146604,-0.961002,0.0171734,235.243,-2673.03,163.729,-0.176254,-0.406741,0.645109,0.622359,165.539,-2694.54,209.861
15934,0,0.275167,-0.0146017,-0.961157,0.0157303,235.267,-2673.02,163.746,-0.176499,-0.405817,0.645557,0.622428,165.528,-2694.55,209.898
15935,0,0.274716,-0.0143908,-0.96127,0.0168703,235.274,-2673.09,163.749,-0.17732,-0.404271,0.646549,0.622171,165.578,-2694.62,209.974
15936,0,0.274585,-0.0155662,-0.961289,0.0168519,235.262,-2673.28,163.827,-0.173067,-0.405151,0.644939,0.624463,165.595,-2694.72,210.013
15937,0,0.274051,-0.0156905,-0.961395,0.0192042,235.248,-2673.37,163.838,-0.174776,-0.403611,0.646902,0.622952,165.601,-2694.76,210.046
15938,0,0.273652,-0.0159678,-0.961504,0.0192017,235.244,-2673.39,163.843,-0.176331,-0.404315,0.646703,0.622263,165.577,-2694.73,209.992
15939,0,0.274169,-0.0157139,-0.961402,0.0170692,235.218,-2673.34,163.827,-0.173816,-0.405222,0.645117,0.624025,165.554,-2694.73,210.001
15940,0,0.274585,-0.0156757,-0.961276,0.0175065,235.173,-2673.37,163.818,-0.174322,-0.404741,0.645403,0.623901,165.589,-2694.72,209.99
15941,0,0.274749,-0.0155034,-0.96122,0.0181207,235.138,-2673.38,163.839,-0.171946,-0.404005,0.645257,0.625186,165.598,-2694.79,210.047
15942,0,0.274742,-0.014721,-0.961239,0.0178655,235.141,-2673.2,163.754,-0.173297,-0.403619,0.646057,0.624235,165.612,-2694.85,210.003
15943,0,0.274025,-0.0159628,-0.961386,0.0197888,235.118,-2673.48,163.866,-0.171941,-0.404448,0.64547,0.624681,165.575,-2694.91,210.037
15944,0,0.275098,-0.014936,-0.961158,0.0165348,235.072,-2673.46,163.851,-0.175129,-0.405175,0.644866,0.623947,165.574,-2694.89,209.971
15945,0,0.273914,-0.0156165,-0.961443,0.0188415,235.085,-2673.5,163.871,-0.172556,-0.404514,0.645101,0.62485,165.551,-2694.96,210.052
15946,0,0.274626,-0.0153201,-0.961278,0.0170449,235.028,-2673.49,163.857,-0.17107,-0.404282,0.644926,0.625589,165.563,-2694.98,210.105
15947,0,0.274937,-0.0149482,-0.961198,0.0168663,235.003,-2673.54,163.86,-0.172401,-0.403179,0.646593,0.624213,165.577,-2695.03,210.111
15948,0,0.26627,-0.0321441,-0.962955,0.0280175,235.128,-2673.22,163.599,-0.17178,-0.404104,0.645183,0.625245,165.53,-2695.01,210.126
15949,0,0.26537,-0.0317422,-0.963072,0.0326129,235.071,-2673.22,163.555,-0.172728,-0.403369,0.646057,0.624555,165.575,-2695,210.111
15950,0,0.265799,-0.0320188,-0.962869,0.0347805,234.998,-2673.24,163.571,-0.171135,-0.403536,0.645407,0.625557,165.544,-2694.98,210.122
15951,0,0.265805,-0.0327545,-0.962768,0.0367696,234.923,-2673.3,163.591,-0.173768,-0.404821,0.64503,0.624388,165.55,-2694.98,210.072
15952,0,0.265419,-0.0353156,-0.962779,0.0368922,234.913,-2673.3,163.587,-0.171212,-0.403795,0.645443,0.625332,165.507,-2695.04,210.114
15953,0,0.265486,-0.0356722,-0.962745,0.0369588,234.927,-2673.31,163.612,-0.174633,-0.405423,0.644976,0.623812,165.496,-2694.99,210.089
15954,0,0.265119,-0.0341771,-0.962926,0.03628,234.943,-2673.33,163.631,-0.171774,-0.40439,0.645279,0.624962,165.479,-2695.05,210.184
15955,0,0.264949,-0.0351699,-0.962921,0.0367152,234.938,-2673.33,163.601,-0.170425,-0.403679,0.6452,0.625871,165.517,-2695.08,210.234
15956,0,0.26869,-0.0306068,-0.962162,0.0333682,234.917,-2673.4,163.703,-0.17394,-0.4059,0.644567,0.624118,165.534,-2695.09,210.203
15957,0,0.265573,-0.0319337,-0.962923,0.0350869,234.935,-2673.3,163.64,-0.171556,-0.403858,0.645217,0.625429,165.58,-2695.07,210.23
15958,0,0.265094,-0.0328647,-0.962955,0.0369066,234.918,-2673.36,163.667,-0.175387,-0.406146,0.644689,0.623427,165.556,-2695.08,210.189
15959,0,0.265053,-0.0345551,-0.962922,0.0365239,234.931,-2673.36,163.683,-0.172572,-0.405791,0.644441,0.624699,165.567,-2695.13,210.276
15960,0,0.264752,-0.032819,-0.963028,0.0374921,234.926,-2673.37,163.662,-0.170587,-0.404536,0.645218,0.625256,165.59,-2695.13,210.322
15961,0,0.264979,-0.0323598,-0.963016,0.0365994,234.955,-2673.38,163.684,-0.173513,-0.406389,0.644687,0.623794,165.601,-2695.14,210.275
15962,0,0.264638,-0.0341656,-0.963041,0.0367556,234.925,-2673.4,163.652,-0.171515,-0.404956,0.645025,0.624928,165.604,-2695.13,210.305
15963,0,0.265025,-0.0327869,-0.96298,0.0368266,234.911,-2673.42,163.649,-0.174187,-0.405971,0.645336,0.623208,165.606,-2695.12,210.225
15964,0,0.265223,-0.032516,-0.962934,0.0368381,234.886,-2673.45,163.661,-0.171679,-0.405615,0.645024,0.624457,165.622,-2695.16,210.261
15965,0,0.264856,-0.0343831,-0.962985,0.0364489,234.877,-2673.44,163.679,-0.173386,-0.405791,0.645076,0.623817,165.634,-2695.13,210.238
15966,0,0.265023,-0.0329234,-0.962958,0.0372953,234.856,-2673.45,163.682,-0.170577,-0.409899,0.642605,0.624456,165.646,-2695.09,209.997
15967,0,0.265297,-0.0326523,-0.96291,0.0368293,234.841,-2673.44,163.723,-0.172439,-0.411495,0.636154,0.62948,165.719,-2695.13,210.014
15968,0,0.26492,-0.034704,-0.962932,0.0370733,234.848,-2673.44,163.726,-0.180136,-0.40554,0.635453,0.631892,165.731,-2695.05,210.219
15969,0,0.264867,-0.0346684,-0.96294,0.0372899,234.85,-2673.45,163.744,-0.187959,-0.401229,0.63312,0.634701,165.7,-2694.92,210.108
15970,0,0.264923,-0.0340879,-0.962964,0.0367948,234.845,-2673.5,163.746,-0.201492,-0.394451,0.626802,0.641037,165.677,-2694.6,209.886
15971,0,0.265401,-0.0339268,-0.96283,0.0370055,234.791,-2673.55,163.72,-0.219442,-0.388512,0.616385,0.648825,165.541,-2694.1,209.698
15972,0,0.265357,-0.0337101,-0.962837,0.037337,234.767,-2673.64,163.742,-0.232327,-0.380139,0.603792,0.661025,165.544,-2693.71,209.531
15973,0,0.265458,-0.0332023,-0.962791,0.0382628,234.714,-2673.71,163.745,-0.277284,-0.382494,0.54954,0.689071,166.094,-2693.02,209.185
15974,0,0.26585,-0.033369,-0.962653,0.0388499,234.677,-2673.8,163.791,-0.290292,-0.37358,0.551373,0.687136,165.74,-2691.99,208.864
15975,0,0.269431,-0.0327319,-0.961986,0.0303067,234.741,-2673.8,163.847,-0.29357,-0.36506,0.558071,0.684912,165.436,-2690.97,208.867
15976,0,0.269442,-0.0309141,-0.962084,0.0289984,234.741,-2673.89,163.922,-0.300085,-0.370221,0.541453,0.692614,165.483,-2690.37,209.129
15977,0,0.266476,-0.0321859,-0.962722,0.0334791,234.763,-2673.85,163.878,-0.303401,-0.372061,0.540117,0.691225,165.267,-2690.04,208.785
15978,0,0.266527,-0.0327358,-0.962692,0.033411,234.752,-2673.87,163.884,-0.307769,-0.378096,0.534879,0.690092,165.171,-2689.76,208.984
15979,0,0.269433,-0.0313716,-0.96208,0.0286861,234.686,-2674.01,163.972,-0.304296,-0.368751,0.535275,0.696353,165.296,-2689.77,209.003
15980,0,0.270032,-0.0311773,-0.961965,0.027098,234.651,-2674.01,163.957,-0.30246,-0.376118,0.535042,0.693385,165.301,-2689.79,209.19
15981,0,0.270106,-0.0304021,-0.961988,0.0264065,234.624,-2674.06,163.996,-0.297709,-0.376474,0.532095,0.697504,165.568,-2689.92,209.456
15982,0,0.270375,-0.0307924,-0.961924,0.0255076,234.595,-2674.01,163.957,-0.29697,-0.37458,0.53338,0.697857,165.608,-2689.91,209.433
15983,0,0.270945,-0.031238,-0.961752,0.0254218,234.497,-2673.91,163.853,-0.304604,-0.379684,0.531507,0.693222,165.436,-2689.69,209.215
15984,0,0.27104,-0.0305159,-0.961727,0.0262139,234.439,-2673.99,163.942,-0.3055,-0.377963,0.532801,0.692775,165.513,-2689.6,209.14
15985,0,0.271274,-0.0308345,-0.961645,0.0264344,234.395,-2673.92,163.922,-0.306206,-0.377788,0.533027,0.692385,165.487,-2689.58,209.113
15986,0,0.271444,-0.0319359,-0.961534,0.0274031,234.345,-2673.82,163.849,-0.304962,-0.378182,0.532639,0.693017,165.424,-2689.6,209.122
15987,0,0.271284,-0.0321428,-0.961579,0.0271558,234.352,-2673.81,163.896,-0.303174,-0.37779,0.532261,0.694304,165.385,-2689.65,209.177
15988,0,0.271399,-0.0316575,-0.961564,0.0271036,234.337,-2673.78,163.897,-0.302994,-0.377482,0.532387,0.694454,165.372,-2689.64,209.2
15989,0,0.270898,-0.0316821,-0.961702,0.0271878,234.363,-2673.84,163.955,-0.303499,-0.375552,0.532399,0.69527,165.322,-2689.54,209.141
15990,0,0.270569,-0.0310487,-0.961817,0.0271327,234.364,-2673.83,163.962,-0.304015,-0.377066,0.532379,0.69424,165.346,-2689.51,209.178
15991,0,0.271301,-0.031529,-0.961602,0.0268832,234.312,-2673.82,163.912,-0.305064,-0.376634,0.532781,0.693706,165.338,-2689.47,209.147
15992,0,0.27163,-0.0304819,-0.961632,0.0235091,234.391,-2673.78,163.921,-0.304786,-0.376735,0.532374,0.694085,165.346,-2689.46,209.131
15993,0,0.270937,-0.0312654,-0.961723,0.0265357,234.342,-2673.88,163.969,-0.305056,-0.376978,0.53504,0.691781,165.347,-2689.47,209.141
15994,0,0.271285,-0.0312729,-0.961639,0.0260255,234.338,-2673.82,163.906,-0.305388,-0.376219,0.533357,0.693345,165.301,-2689.41,209.117
15995,0,0.270788,-0.0322177,-0.961727,0.0267659,234.379,-2673.81,163.88,-0.30514,-0.377097,0.531269,0.694579,165.352,-2689.4,209.143
15996,0,0.270837,-0.0312179,-0.961777,0.0256268,234.382,-2673.82,163.907,-0.304556,-0.377155,0.530739,0.695209,165.389,-2689.39,209.162
15997,0,0.271342,-0.0311835,-0.96165,0.0251271,234.372,-2673.81,163.919,-0.304475,-0.376963,0.530903,0.695224,165.41,-2689.36,209.165
15998,0,0.27069,-0.0314692,-0.961807,0.0257705,234.387,-2673.79,163.919,-0.303947,-0.376498,0.531713,0.695088,165.417,-2689.38,209.199
15999,0,0.270942,-0.0313424,-0.961745,0.0255918,234.405,-2673.78,163.913,-0.304246,-0.376479,0.531338,0.695253,165.415,-2689.35,209.199
16000,0,0.270468,-0.0314372,-0.961874,0.0256255,234.449,-2673.79,163.921,-0.304508,-0.376774,0.530755,0.695424,165.438,-2689.36,209.241
16001,0,0.270644,-0.0312506,-0.961829,0.0256752,234.47,-2673.82,163.9,-0.304696,-0.376933,0.530348,0.695566,165.447,-2689.37,209.251
16002,0,0.270407,-0.0310515,-0.96192,0.025,234.513,-2673.82,163.877,-0.304165,-0.376759,0.532229,0.694456,165.467,-2689.39,209.276
16003,0,0.270359,-0.0315713,-0.961923,0.024761,234.531,-2673.79,163.883,-0.30217,-0.367951,0.533683,0.698919,165.544,-2689.42,209.203
16004,0,0.270216,-0.0315038,-0.961944,0.025575,234.54,-2673.8,163.897,-0.304378,-0.376326,0.530128,0.696202,165.559,-2689.34,209.297
16005,0,0.270146,-0.0317708,-0.961963,0.0252745,234.546,-2673.77,163.877,-0.304668,-0.376027,0.530685,0.695812,165.581,-2689.32,209.308
16006,0,0.270209,-0.0318829,-0.961926,0.0258607,234.54,-2673.79,163.838,-0.304951,-0.369563,0.527279,0.701716,165.478,-2689.41,209.143
16007,0,0.270426,-0.0314189,-0.96191,0.0247462,234.576,-2673.83,163.843,-0.302851,-0.369119,0.526168,0.70369,165.557,-2689.47,209.228
16008,0,0.270571,-0.0317028,-0.961841,0.02548,234.548,-2673.82,163.785,-0.303765,-0.368349,0.525809,0.703968,165.583,-2689.39,209.168
16009,0,0.270791,-0.030431,-0.961844,0.024537,234.528,-2673.83,163.771,-0.304839,-0.3692,0.526558,0.702496,165.563,-2689.39,209.149
16010,0,0.270974,-0.0310615,-0.961774,0.0244891,234.555,-2673.84,163.776,-0.303184,-0.36922,0.527217,0.702708,165.581,-2689.47,209.196
16011,0,0.270469,-0.031824,-0.961868,0.0253604,234.568,-2673.83,163.769,-0.3033,-0.377069,0.524576,0.700463,165.541,-2689.47,209.329
16012,0,0.270667,-0.0320081,-0.96181,0.0252326,234.558,-2673.83,163.725,-0.304738,-0.370407,0.526837,0.701695,165.547,-2689.51,209.157
16013,0,0.270099,-0.0315741,-0.961984,0.025229,234.573,-2673.89,163.806,-0.299603,-0.376735,0.528729,0.69911,165.832,-2689.56,209.537
16014,0,0.27089,-0.0316506,-0.961748,0.0256294,234.485,-2673.85,163.73,-0.304097,-0.379453,0.527448,0.696663,165.605,-2689.38,209.312
16015,0,0.270874,-0.0316097,-0.96175,0.0257724,234.467,-2673.89,163.739,-0.306427,-0.378027,0.531276,0.693501,165.565,-2689.38,209.198
16016,0,0.270877,-0.0309776,-0.961796,0.0247883,234.473,-2673.91,163.761,-0.304063,-0.3778,0.531175,0.694741,165.546,-2689.48,209.312
16017,0,0.271006,-0.0309308,-0.961756,0.0249815,234.464,-2673.92,163.753,-0.304335,-0.377298,0.53032,0.695549,165.525,-2689.46,209.294
16018,0,0.27106,-0.0308616,-0.96175,0.0247085,234.448,-2673.93,163.755,-0.304011,-0.377248,0.530657,0.69546,165.511,-2689.45,209.312
16019,0,0.271402,-0.0310639,-0.96163,0.0253819,234.392,-2673.96,163.768,-0.303752,-0.37747,0.530497,0.695574,165.468,-2689.45,209.272
16020,0,0.27133,-0.030933,-0.961642,0.0258424,234.361,-2674,163.773,-0.304692,-0.377099,0.530002,0.695742,165.437,-2689.37,209.22
16021,0,0.271147,-0.0311904,-0.961691,0.0256366,234.361,-2674,163.785,-0.303885,-0.376687,0.530845,0.695676,165.394,-2689.43,209.267
16022,0,0.271248,-0.0313426,-0.961639,0.0263312,234.339,-2674.03,163.777,-0.304566,-0.376441,0.529659,0.696414,165.352,-2689.36,209.258
16023,0,0.271021,-0.0309443,-0.961724,0.0260025,234.35,-2674.03,163.784,-0.304505,-0.376267,0.529997,0.696279,165.326,-2689.37,209.281
16024,0,0.271389,-0.0314995,-0.961597,0.0262222,234.329,-2674.02,163.767,-0.304877,-0.375858,0.529811,0.696478,165.323,-2689.31,209.259
16025,0,0.271187,-0.0303385,-0.961701,0.0258525,234.334,-2674.05,163.786,-0.304342,-0.375721,0.530128,0.696544,165.316,-2689.32,209.276
