Objects
100
,,Global Angle (Quaternion) backpack:backpack2,,,,,,,Global Angle (Quaternion) head:headPattern,,,,,,,
Frame,Sub Frame,RX,RY,RZ,RW,TX,TY,TZ,RX,RY,RZ,RW,TX,TY,TZ
,,,,,,mm,mm,mm,,,,,mm,mm,mm
7176,0,0.318635,-0.00267721,-0.935081,0.155204,217.863,-2679.83,163.972,0.703998,-0.208891,0.499257,-0.459884,185.436,-2720.88,220.855
7177,0,0.315101,-0.00768092,-0.935692,0.15853,217.981,-2679.71,163.882,0.659444,0.594725,-0.447195,0.107012,153.374,-2747.91,204.517
7178,0,0.313128,-0.0101057,-0.935126,0.16549,217.987,-2679.88,163.728,0.677334,0.580039,-0.438967,0.109919,152.864,-2747.19,203.212
7179,0,0.312032,-0.0100303,-0.934676,0.17005,218.023,-2680.05,163.657,0.687339,0.561037,-0.452382,0.0902949,150.717,-2745.71,203.62
7180,0,0.311357,-0.00849408,-0.934873,0.170284,218.097,-2680.15,163.606,-0.563432,0.0195333,-0.72339,0.398585,176.434,-2718.65,227.156
7181,0,0.311501,-0.00702503,-0.934968,0.169564,218.144,-2680.2,163.579,-0.537738,0.00185627,-0.744634,0.395417,173.937,-2717.95,228.381
7182,0,0.309548,-0.00774347,-0.934995,0.172928,218.252,-2680.32,163.637,-0.519467,-0.0116844,-0.759458,0.39146,172.597,-2718.3,228.826
7183,0,0.310083,-0.00676292,-0.935211,0.170828,218.252,-2680.21,163.549,0.330331,0.781445,-0.486716,0.208163,157.86,-2746.6,206.212
7184,0,0.309106,-0.00722325,-0.935169,0.172804,218.319,-2680.27,163.617,0.326177,0.784698,-0.485228,0.20594,157.797,-2747.03,206.581
7185,0,0.308626,-0.00788377,-0.93531,0.172865,218.336,-2680.21,163.595,0.32673,0.788119,-0.484187,0.194112,157.486,-2747.09,206.408
7186,0,0.308867,-0.00717722,-0.935631,0.170718,218.305,-2680.08,163.518,0.325711,0.786315,-0.488536,0.192234,157.255,-2747.3,206.575
7187,0,0.30881,-0.00734645,-0.935702,0.170424,218.292,-2680.08,163.511,0.329725,0.781858,-0.492616,0.193153,156.917,-2747.23,206.723
7188,0,0.308717,-0.00661559,-0.935953,0.169242,218.311,-2680.12,163.569,0.333253,0.778583,-0.494208,0.196237,156.929,-2747.11,206.698
7189,0,0.308283,-0.00720241,-0.935947,0.170036,218.309,-2680.11,163.592,0.328042,0.778325,-0.499603,0.192342,157.056,-2746.63,206.638
7190,0,0.308582,-0.00656556,-0.935847,0.170074,218.277,-2680.17,163.621,0.324253,0.780036,-0.500974,0.188224,156.936,-2746.76,206.728
7191,0,0.307465,-0.00719481,-0.935817,0.172221,218.307,-2680.28,163.721,0.31921,0.78318,-0.501689,0.181778,156.959,-2746.74,206.825
7192,0,0.30819,-0.00579687,-0.936104,0.169394,218.237,-2680.19,163.675,0.318201,0.782973,-0.502652,0.181779,156.992,-2746.8,206.895
7193,0,0.308085,-0.00541876,-0.936354,0.168215,218.191,-2680.18,163.685,0.320868,0.782813,-0.500848,0.182754,157.217,-2746.75,207.015
7194,0,0.307849,-0.00542395,-0.936408,0.168342,218.184,-2680.16,163.698,0.321688,0.779569,-0.502363,0.19084,157.307,-2747.14,207.437
7195,0,0.30879,-0.00271758,-0.935891,0.169557,218.048,-2680.2,163.832,0.317255,0.780882,-0.498532,0.202579,157.896,-2747.47,208.125
7196,0,0.307469,-0.00392511,-0.936756,0.167139,218.109,-2680.21,163.767,0.296969,0.783198,-0.493395,0.23446,160.488,-2749.47,209.094
7197,0,0.309532,-0.0046527,-0.936299,0.16587,217.986,-2680.23,163.743,0.281188,0.780798,-0.49673,0.254061,162.54,-2751.77,210.278
7198,0,0.305245,-0.00297168,-0.937599,0.166509,218.11,-2680.13,164.226,0.27258,0.773481,-0.48567,0.302578,166.258,-2753.96,210.344
7199,0,0.30761,-0.000886586,-0.936601,0.167791,217.755,-2680.05,164.23,0.251132,0.780125,-0.479876,0.313141,170.053,-2754.64,210.017
7200,0,0.307063,-0.00121876,-0.936349,0.170181,217.622,-2680.23,164.213,,,,,,,
7201,0,0.306293,-0.0012366,-0.936436,0.171087,217.48,-2680.23,164.228,-0.0463685,0.721476,-0.510817,0.465176,180.394,-2747.1,221.705
7202,0,0.308327,0.00670167,-0.937134,0.163307,217.349,-2680.16,164.344,-0.0164513,0.715011,-0.508405,0.479597,181.137,-2746.77,221.812
7203,0,0.304672,0.00213523,-0.938315,0.163508,217.354,-2679.88,164.327,0.0382396,0.698349,-0.502842,0.507933,182.002,-2747.69,223.657
7204,0,0.302389,-0.00173115,-0.937811,0.170495,217.275,-2679.76,164.286,0.0649065,0.699046,-0.486374,0.520156,183.122,-2747.25,223.403
7205,0,0.299634,-0.00417068,-0.93733,0.177807,217.263,-2679.73,164.295,0.0637171,0.694968,-0.485541,0.526507,183.027,-2747.94,223.658
7206,0,0.29827,-0.00730183,-0.93656,0.18395,217.352,-2679.66,164.296,0.0507574,0.696723,-0.486203,0.524984,183.074,-2748.13,223.2
7207,0,0.297866,-0.00651098,-0.936736,0.183737,217.407,-2679.71,164.281,-0.0942229,0.764596,-0.588007,0.246503,184.488,-2750.09,222.861
7208,0,0.297452,-0.00551871,-0.936789,0.184169,217.427,-2679.73,164.303,-0.0913184,0.758648,-0.587819,0.265674,184.447,-2749.61,222.45
7209,0,0.297707,-0.00395586,-0.93685,0.183486,217.449,-2679.78,164.313,-0.070457,0.752568,-0.586019,0.291991,183.927,-2749.35,222.291
7210,0,0.303728,0.00806,-0.937779,0.168091,217.565,-2679.85,164.447,-0.0248906,0.740324,-0.551456,0.383661,183.475,-2748.05,221.754
7211,0,0.303845,0.00835273,-0.937826,0.167602,217.6,-2679.84,164.429,-0.0113076,0.731127,-0.549301,0.404467,182.95,-2748.06,221.902
7212,0,0.301003,0.00213218,-0.938281,0.170354,217.642,-2679.65,164.381,-0.00888581,0.728717,-0.542046,0.418424,183.144,-2748.09,221.794
7213,0,0.301152,-3.62887e-05,-0.937772,0.172887,217.542,-2679.65,164.315,-0.0302052,0.742674,-0.556213,0.371686,183.032,-2748.05,221.79
7214,0,0.300362,-0.00122271,-0.937595,0.175206,217.529,-2679.65,164.312,-0.0395165,0.74767,-0.561,0.353138,183.379,-2748.37,221.072
7215,0,0.302557,0.0030021,-0.936995,0.174615,217.495,-2679.64,164.269,-0.0455634,0.751751,-0.562392,0.341336,183.547,-2748.17,221.059
7216,0,0.306611,0.0107417,-0.938058,0.161001,217.584,-2679.75,164.401,-0.0557691,0.754664,-0.575832,0.309499,183.145,-2748.34,220.997
7217,0,0.302911,0.0032975,-0.938468,0.165868,217.564,-2679.54,164.363,-0.0557226,0.755311,-0.575068,0.309349,183.066,-2748.39,220.885
7218,0,0.300961,-2.517e-05,-0.937762,0.173276,217.505,-2679.58,164.419,-0.0564284,0.754679,-0.572734,0.315041,183.167,-2748.56,220.881
7219,0,0.300408,-0.000960831,-0.937467,0.175811,217.47,-2679.59,164.435,-0.0563586,0.755251,-0.573004,0.313186,182.893,-2748.55,221.181
7220,0,0.299609,-0.00201677,-0.937223,0.178445,217.446,-2679.6,164.45,-0.0452924,0.749323,-0.572775,0.32923,182.366,-2748.39,221.428
7221,0,0.3003,-0.00209235,-0.937219,0.177302,217.334,-2679.49,164.486,-0.0466464,0.752111,-0.568456,0.330168,182.827,-2748.76,221.227
7222,0,0.300002,-0.00401671,-0.936589,0.181064,217.281,-2679.42,164.532,-0.0379054,0.75029,-0.556854,0.354319,183.078,-2748.74,220.814
7223,0,0.299298,-0.00415825,-0.936758,0.181351,217.257,-2679.36,164.606,-0.0402441,0.749993,-0.560681,0.348609,183.009,-2748.74,220.7
7224,0,0.302623,0.00405466,-0.936633,0.176413,217.267,-2679.47,164.65,-0.0429787,0.752541,-0.561628,0.341188,183.039,-2748.81,220.655
7225,0,0.304431,0.00686817,-0.937409,0.168936,217.297,-2679.44,164.8,-0.0438267,0.751888,-0.563797,0.338935,183.019,-2748.82,220.623
7226,0,0.300976,-0.000244497,-0.93759,0.174181,217.396,-2679.27,164.756,-0.0407249,0.75089,-0.562135,0.344253,183.001,-2748.84,220.668
7227,0,0.299791,-0.00157609,-0.937196,0.178289,217.351,-2679.41,164.733,-0.0368843,0.749316,-0.560413,0.350859,183.007,-2749.03,220.831
7228,0,0.299882,-0.003201,-0.936663,0.180892,217.24,-2679.3,164.692,-0.039014,0.750967,-0.559115,0.349165,183.074,-2748.91,220.758
7229,0,0.299663,-0.00311337,-0.936759,0.180763,217.31,-2679.35,164.719,-0.0337778,0.749318,-0.556747,0.356952,183.045,-2749.11,220.825
7230,0,0.299354,-0.00314889,-0.936767,0.18123,217.318,-2679.27,164.794,-0.0333224,0.750134,-0.555404,0.357374,183.056,-2749.12,220.826
7231,0,0.299491,-0.00548951,-0.936484,0.182405,217.317,-2679.24,164.802,-0.0348014,0.750518,-0.556624,0.354515,183.066,-2749.14,220.812
7232,0,0.298959,-0.00453959,-0.936656,0.182424,217.346,-2679.22,164.816,-0.0357479,0.751086,-0.556981,0.352653,183.099,-2749.16,220.806
7233,0,0.298806,-0.00277717,-0.937087,0.180486,217.45,-2679.3,164.793,-0.0338287,0.750874,-0.553748,0.358339,183.068,-2749.02,220.723
7234,0,0.29877,-0.0029325,-0.937259,0.17965,217.498,-2679.25,164.785,-0.0326016,0.750955,-0.5526,0.360052,183.056,-2749,220.736
7235,0,0.298708,-0.00243333,-0.937342,0.179326,217.525,-2679.29,164.794,-0.0330353,0.750707,-0.552484,0.360707,183.083,-2748.97,220.826
7236,0,0.29836,-0.00191841,-0.937692,0.178074,217.536,-2679.24,164.782,-0.028791,0.748589,-0.550876,0.367859,183.033,-2748.85,220.882
7237,0,0.298138,-0.00239617,-0.937657,0.178628,217.611,-2679.22,164.808,-0.0350617,0.750878,-0.555397,0.35565,183.089,-2748.9,220.929
7238,0,0.297792,-0.00337638,-0.937375,0.180657,217.58,-2679.18,164.784,-0.0343149,0.751449,-0.554128,0.356495,183.084,-2748.94,220.92
7239,0,0.297738,-0.00344194,-0.937569,0.179733,217.594,-2679.12,164.762,-0.0314598,0.750201,-0.552414,0.362005,183.066,-2748.94,221.017
7240,0,0.303066,0.00825294,-0.93833,0.166194,217.666,-2679.12,164.906,-0.0264598,0.748631,-0.547142,0.373479,183.068,-2748.94,221.029
7241,0,0.29991,0.00179575,-0.938658,0.17021,217.672,-2678.96,164.863,-0.024814,0.748747,-0.544706,0.376905,183.091,-2748.95,221.098
7242,0,0.298041,-0.00183763,-0.937948,0.177262,217.663,-2679,164.849,-0.0175423,0.741802,-0.543773,0.392088,182.922,-2748.72,221.478
7243,0,0.297924,-0.00402968,-0.937303,0.180796,217.521,-2678.91,164.76,-0.0265517,0.749314,-0.546181,0.37351,183.066,-2748.91,221.195
7244,0,0.299964,0.00142022,-0.936911,0.179491,217.494,-2678.83,164.791,-0.0257687,0.749211,-0.54452,0.376187,183.119,-2748.93,221.253
7245,0,0.298603,-0.0023539,-0.937714,0.177545,217.536,-2678.77,164.869,-0.039473,0.756613,-0.54304,0.362058,183.767,-2748.93,221.054
7246,0,0.301841,0.0068312,-0.937632,0.172315,217.588,-2679.13,164.966,-0.105851,0.770623,-0.544613,0.313579,185.96,-2748.59,220.814
7247,0,0.302506,0.0079385,-0.937497,0.171834,217.433,-2679.23,165.114,-0.109119,0.767679,-0.533665,0.337584,189.391,-2749.13,221.887
7248,0,0.304162,0.00930387,-0.93541,0.18002,217.203,-2679.37,165.349,,,,,,,
7249,0,0.300196,0.0021506,-0.937353,0.176768,217.138,-2679.56,165.193,-0.242923,0.762731,-0.236493,0.550727,201.662,-2741.63,213.106
7250,0,0.298715,0.000296522,-0.937013,0.181039,216.939,-2679.77,165.256,-0.263828,0.723888,-0.241567,0.589937,207.552,-2740.53,212.876
7251,0,0.299923,-0.000557988,-0.936333,0.182556,216.616,-2679.73,165.145,-0.266905,0.712609,-0.229471,0.606872,210.973,-2737.29,209.964
7252,0,0.30031,-0.00178579,-0.93624,0.182387,216.386,-2679.57,165.11,-0.262609,0.758463,-0.213205,0.557059,212.36,-2736.06,207.574
7253,0,0.299125,-0.00402595,-0.936523,0.182845,216.297,-2679.26,165.066,-0.241754,0.779745,-0.213375,0.536678,215.021,-2734.45,205.819
7254,0,0.299551,-0.0057524,-0.936416,0.182649,216.13,-2678.9,164.892,-0.285599,0.850933,-0.149597,0.414689,213.12,-2730.05,201.542
7255,0,0.29909,-0.0105282,-0.936082,0.18489,215.996,-2678.43,164.575,-0.693319,-0.229095,0.00342898,0.683237,202.791,-2701.3,221.984
7256,0,0.298439,-0.010086,-0.935529,0.188728,215.944,-2678.45,164.369,-0.686308,-0.208589,0.0429131,0.695436,204.952,-2702.26,222.746
7257,0,0.300147,0.00205263,-0.936792,0.179803,216.056,-2678.2,164.447,-0.681142,-0.175602,0.102256,0.703387,208.13,-2703.15,219.75
7258,0,0.295837,-0.0040873,-0.93779,0.181694,216.238,-2677.83,164.388,-0.415945,0.824545,-0.0495166,0.380346,227.482,-2725.23,199.575
7259,0,0.29572,-0.00599277,-0.93716,0.185052,215.97,-2677.53,164.372,-0.416567,0.85964,-0.0400833,0.29306,228.274,-2723.04,196.321
7260,0,0.296418,-0.0059539,-0.936885,0.185328,215.765,-2677.26,164.372,-0.419365,0.850724,-0.0370912,0.314685,233.254,-2721.65,197.096
7261,0,0.296435,-0.00725111,-0.936606,0.18666,215.583,-2677.07,164.289,0.641086,0.178877,0.518676,0.536643,237.117,-2715.32,204.036
7262,0,0.295609,-0.00900023,-0.936449,0.188675,215.62,-2676.88,164.161,0.61681,0.165702,0.575674,0.510577,240.605,-2713.85,202.37
7263,0,0.295335,-0.00820991,-0.936437,0.189195,215.656,-2676.69,163.966,,,,,,,
7264,0,0.292682,-0.00545981,-0.938156,0.184851,216.068,-2676.65,164.005,0.738853,-0.103574,0.602176,0.28417,245.395,-2721.11,210.915
7265,0,0.295202,-0.00346831,-0.937048,0.186508,215.892,-2676.99,163.818,,,,,,,
7266,0,0.293718,-0.00212842,-0.936583,0.191151,215.797,-2677.25,163.899,,,,,,,
7267,0,0.298225,-0.0071723,-0.935061,0.191497,215.616,-2677,163.515,,,,,,,
7268,0,0.300227,-0.00521638,-0.9346,0.190683,215.49,-2676.97,163.41,,,,,,,
7269,0,0.299868,-0.00621347,-0.933736,0.195391,215.228,-2676.87,163.43,,,,,,,
7270,0,0.301169,-0.00727531,-0.932752,0.198036,214.961,-2676.73,163.311,0.484455,-0.00337756,0.159968,-0.860059,225.249,-2707.61,219.315
7271,0,0.30618,-0.0101226,-0.931789,0.194733,214.735,-2676.39,162.981,0.509758,-0.069381,0.109405,-0.850508,227.082,-2705.63,214.687
7272,0,0.305519,-0.0111879,-0.930755,0.200567,214.407,-2676.19,162.976,0.511776,-0.0521246,0.084741,-0.853339,221.41,-2704.22,211.189
7273,0,0.30647,-0.00976492,-0.930629,0.199778,214.263,-2675.81,162.834,0.498977,0.0329628,0.112163,-0.858694,217.768,-2707.29,211.739
7274,0,0.306338,-0.00881681,-0.931084,0.197892,214.281,-2675.41,162.866,0.508703,-0.0267552,0.0838679,-0.856429,219.548,-2709.96,209.813
7275,0,0.30759,-0.00781896,-0.930802,0.19732,214.265,-2675.3,162.818,,,,,,,
7276,0,0.31617,0.00867249,-0.932158,0.176191,214.355,-2675.49,162.934,,,,,,,
7277,0,0.316812,0.00643216,-0.931129,0.18052,214.268,-2675.69,162.891,,,,,,,
7278,0,0.316227,0.00542524,-0.930659,0.18397,214.238,-2675.91,162.87,,,,,,,
7279,0,0.31443,-0.00588373,-0.929699,0.191728,214.337,-2676.19,162.637,0.385414,-0.218784,-0.705974,0.55244,199.755,-2735.12,209.917
7280,0,0.316743,0.000758727,-0.928864,0.192053,214.223,-2676.48,162.838,0.452543,-0.278789,-0.656498,0.53525,194.64,-2734.19,209.942
7281,0,0.317892,-0.00426696,-0.92836,0.192545,214.073,-2676.7,162.749,0.448599,-0.305425,-0.652726,0.528605,190.723,-2730.58,209.562
7282,0,0.320401,-0.00110445,-0.927868,0.190796,213.827,-2676.88,162.869,-0.271122,0.55189,-0.607887,0.502378,191.094,-2725.63,208.492
7283,0,0.323285,-0.000838165,-0.926773,0.191255,213.463,-2677.09,162.84,-0.294215,0.559492,-0.631217,0.449413,189.982,-2721.88,207.37
7284,0,0.324249,-0.00254974,-0.926817,0.189386,213.146,-2677.08,162.682,-0.319071,0.575808,-0.642535,0.392158,188.683,-2717.72,204.785
7285,0,0.327245,-0.00235837,-0.925608,0.190145,212.683,-2677.17,162.519,-0.486389,-0.384978,-0.255303,0.741645,181.839,-2700.46,219.045
7286,0,0.326643,-0.0076116,-0.925123,0.193377,212.436,-2677.12,162.428,-0.505682,-0.366546,-0.264251,0.734916,181.851,-2698.46,217.777
7287,0,0.328584,-0.00383731,-0.924605,0.192676,212.096,-2677.08,162.43,-0.532469,-0.349995,-0.280717,0.717759,182.142,-2696.87,216.927
7288,0,0.329469,-0.00398392,-0.924043,0.193853,211.863,-2677.08,162.415,-0.573892,-0.337038,-0.284374,0.690062,182.7,-2695.74,216.188
7289,0,0.330877,-0.00597948,-0.923912,0.192021,211.594,-2676.86,162.19,-0.549008,-0.352114,-0.302552,0.695031,181.277,-2696.62,217.523
7290,0,0.331712,-0.00764521,-0.923735,0.191369,211.358,-2676.7,162.096,-0.562675,-0.354041,-0.281827,0.691828,180.866,-2696.94,217.673
7291,0,0.332576,-0.00746231,-0.923368,0.19165,211.127,-2676.55,162.219,-0.561928,-0.349839,-0.273337,0.697952,180.629,-2698.02,217.87
7292,0,0.335381,-0.00459322,-0.922745,0.189841,210.915,-2676.59,162.213,-0.550949,-0.352079,-0.272241,0.705961,180.083,-2699.08,218.115
7293,0,0.336539,0.00267731,-0.923401,0.184567,210.792,-2676.73,162.431,-0.539777,-0.359748,-0.276705,0.708983,179.093,-2699.63,218.783
7294,0,0.336724,0.00252665,-0.923375,0.18436,210.686,-2676.82,162.51,-0.538381,-0.363611,-0.284302,0.705057,178.627,-2699.38,219.195
7295,0,0.336022,0.00183439,-0.923502,0.185013,210.583,-2676.83,162.532,-0.544248,-0.362617,-0.285849,0.700424,178.381,-2698.81,219.247
7296,0,0.335185,-0.000742858,-0.924444,0.181804,210.55,-2676.73,162.491,-0.552609,-0.356948,-0.28488,0.697176,178.535,-2697.97,219.157
7297,0,0.333407,-0.00405928,-0.925666,0.178791,210.684,-2676.31,162.518,-0.563501,-0.348301,-0.280071,0.694775,179.081,-2697.47,219.431
7298,0,0.33382,-0.00562935,-0.925331,0.179706,210.541,-2676.13,162.534,-0.571531,-0.347877,-0.27356,0.691013,179.006,-2697.05,219.179
7299,0,0.333311,-0.00609734,-0.925835,0.178034,210.526,-2675.98,162.622,-0.570435,-0.343372,-0.268718,0.696053,178.909,-2697.23,219.253
7300,0,0.333616,-0.00701989,-0.925351,0.179936,210.373,-2675.98,162.598,-0.562387,-0.352688,-0.270584,0.697221,177.987,-2697.39,219.457
7301,0,0.334193,-0.00604411,-0.925718,0.176989,210.342,-2675.96,162.613,-0.552294,-0.356911,-0.280275,0.699309,177.411,-2697.85,220.197
7302,0,0.334108,-0.00540869,-0.925774,0.176878,210.274,-2676,162.693,-0.555122,-0.357557,-0.278806,0.697323,177.143,-2697.54,220.282
7303,0,0.334977,-0.00345032,-0.925252,0.178011,210.219,-2676.01,162.824,-0.548743,-0.359094,-0.282742,0.699992,176.828,-2697.83,220.518
7304,0,0.335218,-0.00172366,-0.925533,0.176112,210.178,-2676.08,162.963,-0.544756,-0.361834,-0.294231,0.696954,176.884,-2697.65,220.496
7305,0,0.333178,-0.00361112,-0.926597,0.174348,210.228,-2676.05,162.996,-0.552529,-0.363381,-0.294151,0.69003,177.083,-2697,220.484
7306,0,0.332665,-0.00373682,-0.926822,0.174131,210.211,-2676.01,163.061,-0.559116,-0.357312,-0.282936,0.692578,176.978,-2696.71,220.769
7307,0,0.332904,-0.0040565,-0.926917,0.173157,210.168,-2675.93,163.104,-0.565344,-0.356887,-0.274094,0.691296,176.841,-2696.39,220.847
7308,0,0.338152,-0.00307881,-0.92401,0.178462,209.614,-2676.13,162.673,-0.567117,-0.354615,-0.269782,0.692708,176.751,-2696.36,221.124
7309,0,0.337377,-0.00668472,-0.9241,0.179363,209.533,-2675.96,162.646,-0.563756,-0.35559,-0.272398,0.693927,176.561,-2696.41,221.531
7310,0,0.33561,-0.00757774,-0.924349,0.181349,209.383,-2675.9,162.685,-0.558227,-0.355156,-0.277075,0.696761,176.411,-2696.58,222.008
7311,0,0.337334,-0.0126036,-0.922668,0.18636,209.226,-2675.82,162.538,-0.554395,-0.357737,-0.282565,0.696296,176.589,-2696.96,222.512
7312,0,0.337271,-0.0148223,-0.922466,0.187312,209.053,-2675.7,162.678,-0.573533,-0.338251,-0.263306,0.69808,178.74,-2697.26,222.172
7313,0,0.336041,-0.0154019,-0.923368,0.185016,208.952,-2675.12,162.935,-0.561039,-0.330026,-0.256057,0.71467,180.619,-2699.74,223.569
7314,0,0.337539,-0.0172028,-0.923148,0.183219,208.606,-2674.72,162.855,-0.554784,-0.307124,-0.221195,0.74092,183.701,-2703.32,224.51
7315,0,0.338186,-0.0226481,-0.921797,0.188171,208.166,-2674.25,162.571,-0.369872,-0.269997,-0.273151,0.845981,185.85,-2715.01,228.278
7316,0,0.336065,-0.0256405,-0.922181,0.189695,208.073,-2673.85,162.552,-0.36218,-0.231598,-0.253824,0.866465,189.639,-2719.93,228.821
7317,0,0.333777,-0.0281886,-0.922681,0.190941,208.028,-2673.43,162.558,-0.385135,-0.119493,-0.204593,0.891927,195.564,-2723.85,225.504
7318,0,0.331575,-0.0278926,-0.92408,0.188032,208.126,-2673.07,162.678,-0.419233,-0.0257986,-0.110073,0.900812,201.175,-2726.39,221.789
7319,0,0.326993,-0.0298934,-0.924571,0.193261,208.33,-2672.93,162.862,-0.407544,0.00710031,-0.0897026,0.908742,203.851,-2730.07,218.869
7320,0,0.323714,-0.027784,-0.926008,0.192214,208.568,-2672.87,163.07,-0.390192,0.0199909,-0.076524,0.91733,205.708,-2732.15,216.802
7321,0,0.321128,-0.0260847,-0.927287,0.19062,208.839,-2672.89,163.175,,,,,,,
7322,0,0.318885,-0.0234309,-0.928444,0.189089,209.077,-2672.94,163.235,,,,,,,
7323,0,0.316195,-0.0233249,-0.929019,0.190787,209.351,-2673.05,163.334,,,,,,,
7324,0,0.315744,-0.0207309,-0.929754,0.188239,209.539,-2673.01,163.328,,,,,,,
7325,0,0.315302,-0.0216672,-0.929576,0.189747,209.665,-2672.98,163.278,,,,,,,
7326,0,0.315205,-0.0221729,-0.929692,0.189281,209.822,-2672.86,163.27,,,,,,,
7327,0,0.31519,-0.0277857,-0.929009,0.191902,209.871,-2672.63,163.054,-0.165744,-0.146091,-0.346536,0.911646,199.598,-2743.58,227.385
7328,0,0.317826,-0.0176432,-0.929642,0.185584,209.971,-2672.54,163.126,-0.18596,-0.150742,-0.339912,0.909481,200.073,-2742.79,227.686
7329,0,0.320157,-0.013077,-0.930229,0.178891,210.153,-2672.69,163.175,-0.197826,-0.152737,-0.331892,0.909607,200.253,-2741.78,227.901
7330,0,0.320268,-0.0122282,-0.93061,0.176757,210.296,-2672.76,163.18,-0.242961,-0.158223,-0.287367,0.912883,201.328,-2739.2,227.289
7331,0,0.320736,-0.0134972,-0.930282,0.177546,210.394,-2672.83,163.098,-0.2372,-0.154724,-0.287804,0.914858,201.312,-2739.28,227.32
7332,0,0.320276,-0.0116091,-0.930663,0.176509,210.531,-2672.84,163.082,-0.228564,-0.152749,-0.29562,0.914896,201.291,-2739.68,227.287
7333,0,0.319728,-0.0100813,-0.931079,0.175397,210.695,-2672.86,163.141,-0.218028,-0.155787,-0.316186,0.910066,200.402,-2740.57,227.631
7334,0,0.316378,-0.0156659,-0.931999,0.176172,210.887,-2672.64,163.104,-0.203113,-0.151451,-0.330305,0.909234,200.287,-2742.11,227.632
7335,0,0.319544,-0.00979997,-0.931251,0.174833,210.877,-2672.76,163.057,-0.197742,-0.151503,-0.342279,0.905974,200.012,-2742.57,228.008
7336,0,0.319041,-0.00953275,-0.93154,0.174224,211.005,-2672.73,163.072,-0.196365,-0.150022,-0.338227,0.90804,200.454,-2742.73,227.619
7337,0,0.318827,-0.0102726,-0.931601,0.174253,211.077,-2672.7,163.053,-0.181053,-0.144919,-0.318319,0.91918,200.961,-2742.51,227.31
7338,0,0.318413,-0.0103573,-0.931662,0.174675,211.188,-2672.7,163.099,-0.163381,-0.123367,-0.288444,0.935354,202.126,-2742.53,224.899
7339,0,0.318357,-0.0113234,-0.931883,0.173533,211.231,-2672.62,163.093,-0.271084,-0.942289,-0.133232,-0.14441,218.598,-2740.44,177.902
7340,0,0.318939,-0.0118647,-0.931786,0.172952,211.243,-2672.56,163.074,-0.272203,-0.950687,-0.122001,-0.0849405,217.636,-2739.26,174.753
7341,0,0.319599,-0.0118687,-0.931727,0.172047,211.208,-2672.61,163.09,,,,,,,
7342,0,0.320589,-0.0121848,-0.932072,0.168272,211.256,-2672.53,162.955,-0.0275271,0.0581202,-0.362832,0.929633,212.049,-2748.26,211.018
7343,0,0.326521,-0.0117285,-0.931761,0.158329,211.085,-2671.85,162.566,,,,,,,
7344,0,0.326369,-0.0148849,-0.9329,0.151523,211.093,-2671.08,162.117,,,,,,,
7345,0,0.323199,-0.0261334,-0.932358,0.159902,210.98,-2670,161.569,,,,,,,
7346,0,0.320624,-0.0350009,-0.931142,0.170146,210.973,-2668.83,161.003,,,,,,,
7347,0,0.319101,-0.0321196,-0.930815,0.175288,211.213,-2669,161.065,,,,,,,
7348,0,0.31498,-0.0253976,-0.932701,0.173812,211.74,-2669.32,161.38,,,,,,,
7349,0,0.315223,-0.0203835,-0.93347,0.169862,212.094,-2669.58,161.479,,,,,,,
7350,0,0.314449,-0.0201009,-0.933688,0.170129,212.256,-2669.76,161.537,,,,,,,
7351,0,0.313278,-0.0188142,-0.934273,0.169223,212.524,-2669.88,161.613,,,,,,,
7352,0,0.312693,-0.0166569,-0.934805,0.167586,212.72,-2670.18,161.649,,,,,,,
7353,0,0.311601,-0.0183086,-0.934839,0.16925,212.843,-2670.19,161.603,,,,,,,
7354,0,0.306272,-0.0268029,-0.934772,0.177991,213.019,-2670.06,161.435,,,,,,,
7355,0,0.303157,-0.0319466,-0.934687,0.182855,213.245,-2670.04,161.24,,,,,,,
7356,0,0.301881,-0.0337744,-0.934698,0.184574,213.411,-2669.9,161.083,,,,,,,
7357,0,0.299931,-0.0340608,-0.935047,0.185923,213.582,-2669.83,161.069,0.236709,0.969885,-0.0307654,-0.0484243,223.786,-2745.58,174.09
7358,0,0.30191,-0.0283968,-0.93494,0.184206,213.67,-2669.75,161.083,0.231011,0.970793,-0.0452126,-0.0463824,223.135,-2746.98,175.092
7359,0,0.299646,-0.0317473,-0.935942,0.182257,213.834,-2669.72,161.118,0.242123,0.968039,-0.0476825,-0.0447562,222.776,-2747,175.916
7360,0,0.30589,-0.0184561,-0.936153,0.172364,213.878,-2670.15,161.298,0.251115,0.96526,-0.0539029,-0.0480467,222.18,-2747.09,176.26
7361,0,0.305263,-0.0197517,-0.936342,0.172303,213.969,-2670.02,161.314,0.266337,0.961073,-0.0587252,-0.0442095,221.853,-2747.52,176.382
7362,0,0.301975,-0.0229569,-0.937416,0.171859,214.179,-2670,161.382,0.276854,0.958069,-0.0607282,-0.0420427,221.513,-2748.02,176.357
7363,0,0.296315,-0.0306254,-0.935669,0.189164,214.263,-2670.36,161.432,-0.330707,0.0546249,-0.231299,0.913318,226.465,-2737.1,217.091
7364,0,0.29872,-0.0272301,-0.935509,0.186676,214.149,-2670.65,161.251,-0.313566,0.0514192,-0.255027,0.913232,225.804,-2738.72,216.492
