Objects
100
,,Global Angle subj1_head:subj1_head,,,,,,Global Angle subj1_body:subj1_body,,,,,,Global Angle subj2_head:subj2_head,,,,,,Global Angle subj2_body:subj2_body,,,,,
Frame,Sub Frame,RZ,RY,RX,TX,TY,TZ,RZ,RY,RX,TX,TY,TZ,RZ,RY,RX,TX,TY,TZ,RZ,RY,RX,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
16000,0,2.84384101,0.001576653,-0.37690299,2442.906127,-502.3411841,232.1541723,-3.130616137,0.229975402,0.848303267,2426.230667,-423.8461333,173.5424667,0.669962351,-0.038665555,-0.347431655,1731.788263,-1622.045191,259.7601873,0.092357508,0.074726795,0.820069814,1774.686,-1691.176,197.3615333
16001,0,2.843564355,0.002667565,-0.374316088,2443.052504,-502.3307164,232.1892228,3.128720172,0.210977712,0.836925135,2427.468667,-424.7358,173.2792,0.669750523,-0.037742618,-0.350639157,1731.016798,-1621.04224,261.0995894,0.101283188,0.081125001,0.825180246,1774.934667,-1691.613333,197.4000667
16002,0,2.84269157,-8.07E-05,-0.374158133,2443.133316,-502.2973038,232.1596298,3.098961124,0.205094737,0.8477681,2428.844667,-425.7322,173.0461333,0.670391937,-0.037595647,-0.352258798,1730.355531,-1620.075786,262.0791218,0.098057212,0.081478994,0.83481505,1775.173333,-1691.976,197.4704
16003,0,2.841789922,-0.001141207,-0.374747053,2443.252935,-502.2604343,232.1103304,3.130479702,0.221724061,0.856056622,2430.31,-426.8710667,172.8504,0.668669485,-0.038763784,-0.352651023,1729.904024,-1619.231412,262.7853663,0.101398542,0.088200124,0.841452123,1775.344,-1692.28,197.5458
16004,0,2.84130127,-0.001914728,-0.373516821,2443.434898,-502.2684863,232.0272974,3.105315352,0.206547882,0.851297319,2431.902667,-428.1049333,172.7675333,0.666702198,-0.032951923,-0.348636717,1729.589419,-1618.687422,263.3228466,0.095230665,0.08502365,0.849181798,1775.443333,-1692.5,197.6286667
16005,0,2.838402807,-0.007762328,-0.372509498,2443.777158,-502.3640675,231.9247879,3.0863527,0.184729325,0.846994672,2433.565333,-429.4395333,172.7180667,0.670498758,-0.026012153,-0.342500127,1729.425521,-1618.352353,263.6570187,0.102592189,0.08602477,0.849859388,1775.446,-1692.634667,197.705
16006,0,2.836161766,-0.007868531,-0.369341097,2444.562612,-502.82483,231.6903525,3.080900791,0.177882679,0.875046392,2435.262,-430.9081333,172.7178,0.670457781,-0.017258073,-0.336295636,1729.421304,-1618.157328,263.8468826,0.105848571,0.086289398,0.8501642,1775.38,-1692.696,197.7422667
16007,0,2.835718863,-0.009985661,-0.365371462,2445.891061,-503.7305437,231.3636551,3.069513228,0.164940492,0.863304262,2436.944,-432.4867333,172.7575333,0.669837868,-0.011754561,-0.334091778,1729.580229,-1618.098904,263.9400932,0.105510509,0.085054006,0.851522578,1775.256667,-1692.716,197.7941333
16008,0,2.838748877,-0.006010493,-0.361469181,2448.004604,-505.2545676,230.9394136,3.083119237,0.179053788,0.865560549,2438.634667,-434.1556667,172.8916667,0.667451874,-0.011868088,-0.330993463,1729.874204,-1618.044204,264.0295013,0.101878213,0.093830234,0.855724251,1775.110667,-1692.713333,197.8304
16009,0,2.853948496,-0.005371882,-0.358402359,2450.885332,-507.429278,230.4357977,3.043637477,0.149340566,0.849338941,2440.332667,-435.9492,172.9607333,0.668674581,-0.017697193,-0.329376588,1730.251381,-1618.024109,264.078005,0.103042328,0.088118211,0.851371752,1774.978,-1692.701333,197.8649333
16010,0,2.900827048,0.004131061,-0.354436647,2454.586689,-510.2734048,229.8847289,3.057680081,0.15225609,0.856525729,2442.063333,-437.9046,173.0261333,0.668968816,-0.021534694,-0.332542519,1730.631035,-1618.069013,264.1254957,0.103348755,0.085517119,0.856518344,1774.860667,-1692.666667,197.9133333
16011,0,2.984262733,0.028618459,-0.355654554,2458.881184,-513.5123467,229.3862119,3.065690025,0.164985786,0.847801478,2443.950667,-439.9044667,173.1942667,0.668681958,-0.023080136,-0.335337635,1730.949563,-1618.104522,264.1420877,0.100058789,0.082245174,0.856237971,1774.798667,-1692.611333,197.9906
16012,0,3.095584177,0.05642391,-0.354371662,2463.491513,-517.1413797,228.9625304,3.053742194,0.137206343,0.860646039,2446.016667,-442.0208667,173.3716667,0.670894469,-0.025745726,-0.337703639,1731.263178,-1618.163266,264.1636165,0.104778558,0.0841884,0.855221256,1774.831333,-1692.530667,198.0226667
16013,0,-3.06788992,0.065539791,-0.351281927,2468.099999,-520.9920514,228.7024074,3.03212382,0.112089026,0.854869327,2448.161333,-444.1523333,173.5874,0.675768102,-0.022434566,-0.337963519,1731.50048,-1618.240228,264.1580537,0.102296076,0.08851518,0.855057731,1774.980667,-1692.431333,198.0567333
16014,0,-2.961005231,0.088327739,-0.349979817,2472.703586,-525.0167569,228.5798281,3.062105727,0.113351121,0.860370953,2450.344,-446.3060667,173.9055333,0.677109043,-0.01683889,-0.336608929,1731.655098,-1618.263862,264.1762381,0.108629628,0.094524174,0.849516114,1775.216667,-1692.301333,198.0972667
16015,0,-2.894210338,0.100909083,-0.346542326,2476.869076,-529.2881817,228.618134,3.067380472,0.104971635,0.846157904,2452.538667,-448.4200667,174.3914,0.676638863,-0.012200596,-0.333522373,1731.844605,-1618.274255,264.179055,0.108340808,0.094009214,0.853099632,1775.554667,-1692.157333,198.1224
16016,0,-2.871247025,0.091291809,-0.340520776,2480.512912,-533.6874982,228.7249514,3.058537813,0.085868023,0.856038551,2454.638667,-450.5682667,174.8418667,0.677569128,-0.011467239,-0.334034301,1732.107117,-1618.310511,264.1906451,0.109610798,0.095737675,0.853364027,1775.972,-1691.996667,198.1329333
16017,0,-2.880763536,0.083362694,-0.339420494,2483.839036,-537.9946029,228.9282132,3.074837995,0.092927198,0.838949402,2456.656667,-452.6750667,175.3817333,0.679443312,-0.00812731,-0.334891198,1732.341207,-1618.321344,264.1821974,0.104236791,0.094546695,0.856374836,1776.438667,-1691.822,198.1214667
16018,0,-2.901198809,0.075220418,-0.34578448,2486.638186,-542.1178282,229.0362554,3.114067013,0.102504612,0.84930023,2458.604,-454.8284667,175.8672,0.679261882,-0.008627902,-0.336741449,1732.593287,-1618.327243,264.1757128,0.104886447,0.104586995,0.8493821,1776.956667,-1691.613333,198.0635333
16019,0,-2.913566245,0.070763757,-0.347096024,2489.272569,-545.8958867,229.2670983,3.101431858,0.083292942,0.843808473,2460.506667,-456.9661333,176.3078667,0.678717387,-0.006798867,-0.340061329,1732.881761,-1618.390871,264.1054679,0.099935526,0.111628052,0.848810495,1777.526,-1691.436667,197.9688667
16020,0,-2.912114372,0.071878076,-0.349237153,2491.721189,-549.1076983,229.4941492,3.080424635,0.058448415,0.854707408,2462.394667,-459.0944667,176.7199333,0.678594756,-0.008306098,-0.343141225,1733.153717,-1618.396614,264.0320834,0.098483611,0.11902773,0.848361136,1778.154667,-1691.278,197.8331333
16021,0,-2.904907419,0.078290053,-0.350019363,2493.970684,-551.9199715,229.7654425,3.08304962,0.052990573,0.840260991,2464.257333,-461.1852,177.1483333,0.677802721,-0.014319659,-0.342175717,1733.486077,-1618.377568,264.0515139,0.109825482,0.124585305,0.848221212,1778.802667,-1691.108667,197.6762667
16022,0,-2.899054918,0.079394902,-0.352157556,2495.810408,-554.2757327,230.0227651,3.097670777,0.05031957,0.855318065,2466.017333,-463.2486,177.4975333,0.676573273,-0.022186887,-0.342679283,1733.841631,-1618.418958,264.0658999,0.101601162,0.144444375,0.841782709,1779.470667,-1690.962,197.5164
16023,0,-2.894902789,0.093510467,-0.348042863,2497.4378,-556.1306419,230.3306891,3.081471287,0.025613283,0.849883632,2467.748,-465.3254,177.7852667,0.675034281,-0.024552194,-0.342025237,1734.119074,-1618.435352,264.0705007,0.094435197,0.1449433,0.84861356,1780.179333,-1690.832,197.395
16024,0,-2.89869593,0.093139052,-0.348023692,2498.41803,-557.4421276,230.4889069,3.10356993,0.034141331,0.873284454,2469.332667,-467.3972,178.0120667,0.673844574,-0.025885162,-0.34047938,1734.36636,-1618.424903,264.1154213,0.109334994,0.138506432,0.851346652,1780.922667,-1690.717333,197.2619333
16025,0,-2.901441563,0.097390282,-0.347176113,2499.087717,-558.2363077,230.5967031,3.113032461,0.029794648,0.864543436,2470.729333,-469.4258,178.0861333,0.673093491,-0.024088397,-0.341131466,1734.584432,-1618.514198,264.1578049,0.110735698,0.150428493,0.84731707,1781.644,-1690.631333,197.1761333
16026,0,-2.903516523,0.095963709,-0.349009363,2499.390695,-558.4620001,230.664246,3.10152002,0.015736202,0.855461814,2471.961333,-471.4474,178.0688,0.674263619,-0.015006355,-0.340501554,1734.680281,-1618.572663,264.1537647,0.104920715,0.153154049,0.845224607,1782.37,-1690.548,197.1358667
16027,0,-2.902103677,0.095019848,-0.348334863,2499.523268,-558.3960545,230.7144461,3.122919409,0.022533331,0.858991225,2473.068,-473.5002,177.9093333,0.672422201,-0.006528849,-0.340221088,1734.803028,-1618.640618,264.1983048,0.113421133,0.153136445,0.844047972,1783.102667,-1690.455333,197.1555333
16028,0,-2.901407669,0.09281284,-0.348304305,2499.5475,-558.1762404,230.7774925,3.127508096,0.029278246,0.87580773,2473.994667,-475.4756667,177.7128667,0.673690699,-0.005978615,-0.338408044,1735.007909,-1618.638425,264.2109016,0.105659041,0.147069513,0.849407544,1783.808,-1690.376667,197.2086667
16029,0,-2.901109364,0.092710755,-0.345436715,2499.580688,-557.9734683,230.8970385,3.136250649,0.019530578,0.857988462,2474.745333,-477.3698667,177.4872667,0.674516657,-0.010487313,-0.337668784,1735.270053,-1618.623251,264.1755376,0.100138587,0.147237113,0.85605142,1784.508667,-1690.248,197.3946
16030,0,-2.903090603,0.084047818,-0.342970981,2499.514262,-557.8868502,231.0351487,-3.095800698,0.044363355,0.882803799,2475.346667,-479.2098,177.3146667,0.673323624,-0.014787916,-0.336815619,1735.519464,-1618.55676,264.1370061,0.112334507,0.154779312,0.853443782,1785.196667,-1690.062667,197.603
16031,0,-2.904277409,0.078458169,-0.340681921,2499.496849,-557.8378597,231.1824316,3.140376237,0.018224655,0.862652753,2475.779333,-481.0637333,177.0618667,0.670092573,-0.024382688,-0.338138031,1735.820105,-1618.514809,264.0954934,0.132950125,0.171030983,0.832380932,1785.889333,-1689.895333,197.8046
16032,0,-2.908669857,0.071738143,-0.341748478,2499.452796,-557.7881226,231.264614,-3.113401771,0.048295224,0.878737697,2476.087333,-482.8457333,176.8890667,0.667607497,-0.030686639,-0.337560108,1736.039981,-1618.421817,264.0345344,0.14029691,0.164996231,0.846747899,1786.546667,-1689.694,198.0110667
16033,0,-2.911363947,0.064808226,-0.341989647,2499.414925,-557.7299209,231.3581674,-3.101357639,0.067808968,0.883641181,2476.256,-484.5891333,176.7176,0.6670625,-0.034028777,-0.337432043,1736.195811,-1618.379653,264.0194371,0.139199073,0.170015607,0.845945182,1787.165333,-1689.473333,198.2144667
16034,0,-2.91478581,0.056036645,-0.345771381,2499.316064,-557.6024366,231.408647,-3.122574111,0.043017984,0.882127554,2476.388,-486.3771333,176.5226,0.666109189,-0.031717447,-0.335940749,1736.278219,-1618.359606,264.0609846,0.141981247,0.181779657,0.837701932,1787.732,-1689.260667,198.3126667
16035,0,-2.915185725,0.056794101,-0.345901286,2499.372114,-557.4608753,231.493242,-3.110136543,0.070231421,0.87521745,2476.478667,-488.2332667,176.3326,0.667095829,-0.03089858,-0.331431763,1736.382749,-1618.316631,264.1207486,0.141099347,0.185424341,0.840040272,1788.270667,-1689.086,198.4127333
16036,0,-2.915831044,0.057062187,-0.344871519,2499.429893,-557.3304274,231.5681967,-3.11999039,0.064266112,0.882836528,2476.576667,-490.0787333,176.2174,0.671049314,-0.027259091,-0.327575271,1736.423008,-1618.334012,264.1447658,0.143837844,0.191864884,0.837738905,1788.774,-1688.930667,198.4975333
16037,0,-2.912765899,0.05984203,-0.340100838,2499.54545,-557.2422882,231.6802568,-3.093723648,0.083294803,0.887361304,2476.656,-492.0534667,176.1153333,0.674637145,-0.023781777,-0.325104474,1736.520331,-1618.402516,264.1884368,0.155121363,0.187458316,0.838858599,1789.224667,-1688.779333,198.5628
16038,0,-2.908990962,0.063000075,-0.334860866,2499.677112,-557.1692747,231.7420854,-3.095422873,0.092177652,0.888059114,2476.667333,-494.1398,176.0128,0.671544956,-0.025787482,-0.321325629,1736.729037,-1618.42014,264.2962358,0.153116768,0.199392294,0.83049807,1789.606667,-1688.645333,198.6302
16039,0,-2.904065353,0.063806949,-0.329009622,2499.815998,-557.2223868,231.7777662,-3.125149389,0.091818267,0.875113568,2476.646,-496.3682,175.9858667,0.669747609,-0.027981443,-0.321039327,1736.892557,-1618.453142,264.3132187,0.150087656,0.194863911,0.834467045,1789.917333,-1688.544667,198.7213333
16040,0,-2.899684978,0.074696351,-0.328682484,2500.052319,-557.4503649,231.7489317,-3.060920702,0.132919375,0.89772213,2476.600667,-498.7318,175.9416667,0.670546652,-0.030313375,-0.322439152,1737.078006,-1618.519744,264.3647488,0.153927071,0.181916933,0.839684535,1790.182,-1688.361333,198.8013333
16041,0,-2.895301477,0.070607208,-0.328459883,2500.094084,-558.1932663,231.6502989,-3.125167463,0.097024736,0.883794227,2476.53,-501.2568,175.8967333,0.667531828,-0.033477041,-0.323477798,1737.311438,-1618.548004,264.4702034,0.166771153,0.201983056,0.829478884,1790.37,-1688.166,198.9130667
16042,0,-2.892336578,0.071046584,-0.324539481,2500.132927,-559.6626257,231.5530704,-3.083767938,0.131653877,0.886595577,2476.362,-503.8416667,175.8386,0.665188857,-0.039271706,-0.324225314,1737.522341,-1618.552138,264.5547886,0.157271887,0.190535899,0.833140873,1790.508667,-1688.004667,199.0396667
16043,0,-2.888288447,0.079248436,-0.323660527,2500.158981,-562.1681618,231.4352978,-3.099775331,0.137082662,0.868696432,2476.268,-506.5548667,175.8814667,0.666867117,-0.030569055,-0.326733684,1737.551016,-1618.654165,264.513749,0.161446602,0.19366768,0.827779257,1790.638,-1687.846667,199.1827333
16044,0,-2.887736853,0.082810686,-0.324782562,2500.016797,-565.7863316,231.4114683,-3.113401761,0.12691235,0.879009133,2476.156,-509.4076,175.9539333,0.667218214,-0.026046342,-0.327040912,1737.632988,-1618.71573,264.5529263,0.163919467,0.187985592,0.832704015,1790.760667,-1687.656,199.2756667
16045,0,-2.889744938,0.077094876,-0.324875757,2499.662422,-570.5550281,231.4766124,-3.102900158,0.141201133,0.883035444,2476.048667,-512.3761333,176.0867333,0.66654372,-0.021702838,-0.325910879,1737.666972,-1618.742994,264.5481811,0.162409074,0.194508771,0.824844969,1790.860667,-1687.53,199.3628
16046,0,-2.89542913,0.082870172,-0.324105292,2499.342376,-576.2865175,231.6687157,-3.092951658,0.159554945,0.868954889,2475.868667,-515.5666,176.2363333,0.667481114,-0.013840759,-0.326577626,1737.673503,-1618.814621,264.543282,0.158979234,0.193932163,0.829321608,1790.952,-1687.403333,199.4547333
16047,0,-2.90980277,0.081061528,-0.328760367,2498.899198,-582.8994459,231.8239245,-3.103419372,0.160246719,0.849793545,2475.692,-518.9832,176.444,0.668619479,-0.00986235,-0.323433445,1737.731044,-1618.823808,264.4774556,0.160129218,0.197547248,0.82627198,1791.044667,-1687.304,199.5041333
